|chapter|sec|no|content|lang
124|2|9|9|希斯崙所生的兒子是耶拉篾、蘭、基路拜。|zh
125|2|9|9|And the sons of Hezron, the offspring of his body: Jerahmeel and Ram and Chelubai.|en
126|2|10|10|蘭生亞米拿達；亞米拿達生拿順。拿順作猶大人的首領。|zh
127|2|10|10|And Ram was the father of Amminadab; and Amminadab was the father of Nahshon, chief of the children of Judah;|en
128|2|11|11|拿順生撒門；撒門生波阿斯；|zh
129|2|11|11|And Nahshon was the father of Salma, and Salma was the father of Boaz,|en
130|2|12|12|波阿斯生俄備得；俄備得生耶西；|zh
131|2|12|12|And Boaz was the father of Obed, and Obed was the father of Jesse,|en
132|2|13|13|耶西生長子以利押，次子亞比拿達，三子示米亞(即沙瑪，見撒上十六章九節)，|zh
133|2|13|13|And Jesse was the father of Eliab, his oldest son, and Abinadab, the second, and Shimea, the third,|en
134|2|14|14|四子拿坦業，五子拉代，|zh
135|2|14|14|Nethanel, the fourth, Raddai, the fifth,|en
136|2|15|15|六子阿鮮，七子大衛。|zh
137|2|15|15|Ozem, the sixth, David, the seventh;|en
138|2|16|16|他們的姊妹是洗魯雅和亞比該。洗魯雅的兒子是亞比篩、約押、亞撒黑，共三人。|zh
139|2|16|16|And their sisters were Zeruiah and Abigail. And Zeruiah had three sons: Abishai and Joab and Asahel.|en
140|2|17|17|亞比該生亞瑪撒；亞瑪撒的父親是以實瑪利人益帖。|zh
141|2|17|17|And Abigail was the mother of Amasa; and the father of Amasa was Jether the Ishmaelite.|en
142|2|18|18|希斯崙的兒子迦勒娶阿蘇巴和耶略為妻，阿蘇巴的兒子是耶設、朔罷、押墩。|zh
143|2|18|18|And Caleb, the son of Hezron, had children by Azubah his wife, the daughter of Jerioth; and these were her sons: Jesher and Shobab and Ardon.|en
144|2|19|19|阿蘇巴死了，迦勒又娶以法他，生了戶珥。|zh
145|2|19|19|And after the death of Azubah, Caleb took as his wife Ephrath, who was the mother of Hur.|en
146|2|20|20|戶珥生烏利；烏利生比撒列。|zh
147|2|20|20|And Hur was the father of Uri; and Uri was the father of Bezalel.|en
148|2|21|21|希斯崙正六十歲娶了基列父親瑪吉的女兒，與他同房；瑪吉的女兒生了西割；|zh
149|2|21|21|And after that, Hezron had connection with the daughter of Machir, the father of Gilead, whom he took as his wife when he was sixty years old; and she had Segub by him.|en
150|2|22|22|西割生睚珥。睚珥在基列地有二十三個城邑。|zh
151|2|22|22|And Segub was the father of Jair, who had twenty-three towns in the land of Gilead.|en
152|2|23|23|後來基述人和亞蘭人奪了睚珥的城邑，並基納和其鄉村，共六十個。這都是基列父親瑪吉之子的。|zh
153|2|23|23|And Geshur and Aram took the tent-towns of Jair from them, with Kenath and the small places round it, even sixty towns. All these were the sons of Machir, the father of Gilead.|en
154|2|24|24|希斯崙在迦勒以法他死後，他的妻亞比雅給他生了亞施戶；亞施戶是提哥亞的父親。|zh
155|2|24|24|And after the death of Hezron, Caleb had connection with Ephrath, his father Hezron's wife, and she gave birth to his son Asshur, the father of Tekoa.|en
156|2|25|25|希斯崙的長子耶拉篾生長子蘭，又生布拿、阿連、阿鮮、亞希雅。|zh
157|2|25|25|And the sons of Jerahmeel, the oldest son of Hezron, were Ram, the oldest, and Bunah and Oren and Ozem and Ahijah.|en
158|2|26|26|耶拉篾又娶一妻名叫亞他拉，是阿南的母親。|zh
159|2|26|26|And Jerahmeel had another wife, whose name was Atarah: she was the mother of Onam.|en
160|2|27|27|耶拉篾長子蘭的兒子是瑪斯、雅憫、以結。|zh
161|2|27|27|And the sons of Ram, the oldest son of Jerahmeel, were Maaz and Jamin and Eker.|en
162|2|28|28|阿南的兒子是沙買、雅大。沙買的兒子是拿答、亞比述。|zh
163|2|28|28|And the sons of Onam were Shammai and Jada; and the sons of Shammai: Nadab and Abishur.|en
164|2|29|29|亞比述的妻名叫亞比孩，亞比孩給他生了亞辦和摩利。|zh
165|2|29|29|And the name of Abishur's wife was Abihail; and she had Ahban and Molid by him.|en
166|2|30|30|拿答的兒子是西列、亞遍；西列死了沒有兒子。|zh
167|2|30|30|And the sons of Nadab: Seled and Appaim; but Seled came to his end without sons.|en
168|2|31|31|亞遍的兒子是以示；以示的兒子是示珊；示珊的兒子是亞來。|zh
169|2|31|31|And the sons of Appaim: Ishi. And the sons of Ishi: Sheshan. And the sons of Sheshan: Ahlai.|en
170|2|32|32|沙買兄弟雅大的兒子是益帖、約拿單；益帖死了沒有兒子。|zh
171|2|32|32|And the sons of Jada, the brother of Shammai: Jether and Jonathan; and Jether came to his end without sons.|en
172|2|33|33|約拿單的兒子是比勒、撒薩。這都是耶拉篾的子孫。|zh
173|2|33|33|And the sons of Jonathan: Peleth and Zaza. These were the sons of Jerahmeel.|en
174|2|34|34|示珊沒有兒子，只有女兒。示珊有一個僕人名叫耶哈，是埃及人。|zh
175|2|34|34|Now Sheshan had no sons, but only daughters. And Sheshan had an Egyptian servant, whose name was Jarha.|en
176|2|35|35|示珊將女兒給了僕人耶哈為妻，給他生了亞太。|zh
177|2|35|35|And Sheshan gave his daughter to Jarha, his servant, as a wife; and she had Attai by him.|en
178|2|36|36|亞太生拿單；拿單生撒拔；|zh
179|2|36|36|And Attai was the father of Nathan, and Nathan was the father of Zabad,|en
180|2|37|37|撒拔生以弗拉；以弗拉生俄備得；|zh
181|2|37|37|And Zabad was the father of Ephlal, and Ephlal was the father of Obed,|en
182|2|38|38|俄備得生耶戶；耶戶生亞撒利雅；|zh
183|2|38|38|And Obed was the father of Jehu, and Jehu was the father of Azariah,|en
184|2|39|39|亞撒利雅生希利斯；希利斯生以利亞薩；|zh
185|2|39|39|And Azariah was the father of Helez, and Helez was the father of Eleasah,|en
186|2|40|40|以利亞薩生西斯買；西斯買生沙龍；|zh
187|2|40|40|And Eleasah was the father of Sismai, and Sismai was the father of Shallum,|en
188|2|41|41|沙龍生耶加米雅；耶加米雅生以利沙瑪。|zh
189|2|41|41|And Shallum was the father of Jekamiah, and Jekamiah was the father of Elishama.|en
190|2|42|42|耶拉篾兄弟迦勒的長子米沙，是西弗之祖瑪利沙的兒子，是希伯崙之祖。|zh
191|2|42|42|And the sons of Caleb, the brother of Jerahmeel, were Mareshah, his oldest son, who was the father of Ziph and Hebron.|en
192|2|43|43|希伯崙的兒子是可拉、他普亞、利肯、示瑪。|zh
193|2|43|43|And the sons of Hebron: Korah and Tappuah and Rekem and Shema.|en
194|2|44|44|示瑪生拉含，是約干之祖。利肯生沙買。|zh
195|2|44|44|And Shema was the father of Raham, the father of Jorkeam, and Rekem was the father of Shammai.|en
196|2|45|45|沙買的兒子是瑪雲；瑪雲是伯夙之祖。|zh
197|2|45|45|And the son of Shammai was Maon; and Maon was the father of Beth-zur.|en
198|2|46|46|迦勒的妾以法生哈蘭、摩撒、迦謝；哈蘭生迦卸。|zh
199|2|46|46|And Ephah, Caleb's servant-wife, had Haran and Moza and Gazez; and Haran was the father of Gazez.|en
200|2|47|47|〈雅代的兒子是利健、約坦、基珊、毗力、以法、沙亞弗。〉|zh
201|2|47|47|And the sons of Jahdai: Regem and Jotham and Geshan and Pelet and Ephah and Shaaph.|en
202|2|48|48|迦勒的妾瑪迦生示別、特哈拿，|zh
203|2|48|48|Maacah, Caleb's servant-wife, was the mother of Sheber and Tirhanah,|en
204|2|49|49|又生麥瑪拿之祖沙亞弗、抹比拿和基比亞之祖示法。迦勒的女兒是押撒。|zh
205|2|49|49|And Shaaph, the father of Madmannah, Sheva, the father of Machbena and the father of Gibea; and Caleb's daughter was Achsah. These were the sons of Caleb.|en
206|2|50|50|迦勒的子孫就是以法他的長子、戶珥的兒子，記在下面：基列耶琳之祖朔巴，|zh
207|2|50|50|The sons of Hur, the oldest son of Ephrathah; Shobal, the father of Kiriath-jearim,|en
208|2|51|51|伯利恆之祖薩瑪，伯迦得之祖哈勒。|zh
209|2|51|51|Salma, the father of Beth-lehem, Hareph, the father of Beth-gader.|en
210|2|52|52|基列耶琳之祖朔巴的子孫是哈羅以和一半米努哈人(即瑪拿哈人)。|zh
211|2|52|52|And Shobal, the father of Kiriath-jearim, had sons: Haroeh, half of the Manahathites.|en
212|2|53|53|基列耶琳的諸族是以帖人、布特人、舒瑪人、密來人，又從這些族中生出瑣拉人和以實陶人來。|zh
213|2|53|53|And the families of Kiriath-jearim: the Ithrites and the Puthites and the Shumathites and the Mishraites; from them came the Zorathites and the Eshtaolites.|en
214|2|54|54|薩瑪的子孫是伯利恆人、尼陀法人、亞他綠伯約押人、一半瑪拿哈人、瑣利人，|zh
215|2|54|54|The sons of Salma: Beth-lehem and the Netophathites, Atroth-beth-Joab and half of the Manahathites, the Zorites.|en
216|2|55|55|和住雅比斯眾文士家的特拉人、示米押人、蘇甲人。這都是基尼人利甲家之祖哈末所生的。|zh
217|2|55|55|And the families of scribes who were living at Jabez: the Tirathites, the Shimeathites, the Sucathites. These are the Kenites, the offspring of Hammath, the father of the family of Rechab.|en
218|3|1|1|大衛在希伯崙所生的兒子記在下面：長子暗嫩是耶斯列人亞希暖生的。次子但以利是迦密人亞比該生的。|zh
219|3|1|1|Now these were David's sons, whose birth took place in Hebron: the oldest Amnon, by Ahinoam of Jezreel; the second Daniel, by Abigail the Carmelite woman;|en
220|3|2|2|三子押沙龍是基述王達買的女兒瑪迦生的。四子亞多尼雅是哈及生的。|zh
221|3|2|2|The third Absalom, the son of Maacah, the daughter of Talmai, king of Geshur; the fourth Adonijah, the son of Haggith;|en
222|3|3|3|五子示法提雅是亞比他生的。六子以特念是大衛的妻以格拉生的。|zh
223|3|3|3|The fifth Shephatiah, by Abital; the sixth Ithream, by Eglah his wife.|en
224|3|4|4|這六人都是大衛在希伯崙生的。大衛在希伯崙作王七年零六個月，在耶路撒冷作王三十三年。|zh
225|3|4|4|He had six sons in Hebron; he was ruling there for seven years and six months, and in Jerusalem for thirty-three years.|en
226|3|5|5|大衛在耶路撒冷所生的兒子是示米亞、朔罷、拿單、所羅門。這四人是亞米利的女兒拔書亞生的。|zh
227|3|5|5|And in Jerusalem he had four sons, Shimea and Shobab and Nathan and Solomon, by Bath-shua, the daughter of Ammiel;|en
228|3|6|6|還有益轄、以利沙瑪、以利法列、|zh
229|3|6|6|And Ibhar and Elishama and Eliphelet|en
230|3|7|7|挪迦、尼斐、雅非亞、|zh
231|3|7|7|And Nogah and Nepheg and Japhia|en
232|3|8|8|以利沙瑪、以利雅大、以利法列，共九人。|zh
233|3|8|8|And Elishama and Eliada and Eliphelet, nine.|en
234|3|9|9|這都是大衛的兒子，還有他們的妹子他瑪，妃嬪的兒子不在其內。|zh
235|3|9|9|All these were the sons of David, in addition to the sons of his servant-wives; and Tamar was their sister.|en
236|3|10|10|所羅門的兒子是羅波安；羅波安的兒子是亞比雅；亞比雅的兒子是亞撒；亞撒的兒子是約沙法；|zh
237|3|10|10|And Solomon's son was Rehoboam, Abijah was his son, Asa his son, Jehoshaphat his son,|en
238|3|11|11|約沙法的兒子是約蘭；約蘭的兒子是亞哈謝；亞哈謝的兒子是約阿施；|zh
239|3|11|11|Joram his son, Ahaziah his son, Joash his son,|en
240|3|12|12|約阿施的兒子是亞瑪謝；亞瑪謝的兒子是亞撒利雅；亞撒利雅的兒子是約坦；|zh
241|3|12|12|Amaziah his son, Azariah his son, Jotham his son,|en
242|3|13|13|約坦的兒子是亞哈斯；亞哈斯的兒子是希西家；希西家的兒子是瑪拿西；|zh
243|3|13|13|Ahaz his son, Hezekiah his son, Manasseh his son,|en
244|3|14|14|瑪拿西的兒子是亞們；亞們的兒子是約西亞；|zh
245|3|14|14|Amon his son, Josiah his son.|en
246|3|15|15|約西亞的長子是約哈難，次子是約雅敬，三子是西底家，四子是沙龍。|zh
247|3|15|15|And the sons of Josiah: the oldest Johanan, the second Jehoiakim, the third Zedekiah, the fourth Shallum.|en
248|3|16|16|約雅敬的兒子是耶哥尼雅和西底家。|zh
249|3|16|16|And the sons of Jehoiakim: Jeconiah his son, Zedekiah his son.|en
