|chapter|sec|no|content|lang
138|3|10|10|使我認識基督，曉得他復活的大能，並且曉得和他一同受苦，效法他的死，|zh
139|3|10|10|That I may have knowledge of him, and of the power of his coming back from the dead, and a part with him in his pains, becoming like him in his death;|en
140|3|11|11|或者我也得以從死裡復活。|zh
141|3|11|11|If in any way I may have the reward of life from the dead.|en
142|3|12|12|這不是說我已經得著了，已經完全了；我乃是竭力追求，或者可以得著基督耶穌所以得著我的（或作：所要我得的）。|zh
143|3|12|12|Not as if I had even now got the reward or been made complete: but I go on in the hope that I may come to the knowledge of that for which I was made the servant of Christ Jesus.|en
144|3|13|13|弟兄們，我不是以為自己已經得著了；我只有一件事，就是忘記背後，努力面前的，|zh
145|3|13|13|Brothers, it is clear to me that I have not come to that knowledge; but one thing I do, letting go those things which are past, and stretching out to the things which are before,|en
146|3|14|14|向著標竿直跑，要得神在基督耶穌裡從上面召我來得的獎賞。|zh
147|3|14|14|I go forward to the mark, even the reward of the high purpose of God in Christ Jesus.|en
148|3|15|15|所以我們中間，凡是完全人總要存這樣的心；若在甚麼事上存別樣的心，神也必以此指示你們。|zh
149|3|15|15|Then let us all, who have come to full growth, be of this mind: and if in anything you are of a different mind, even this will God make clear to you:|en
150|3|16|16|然而，我們到了甚麼地步，就當照著甚麼地步行。|zh
151|3|16|16|Only, as far as we have got, let us be guided by the same rule.|en
152|3|17|17|弟兄們，你們要一同效法我，也當留意看那些照我們榜樣行的人。|zh
153|3|17|17|Brothers, take me as your example, and take note of those who are walking after the example we have given.|en
154|3|18|18|因為有許多人行事是基督十字架的仇敵。我屢次告訴你們，現在又流淚的告訴你們：|zh
155|3|18|18|For there are those, of whom I have given you word before, and do so now with sorrow, who are haters of the cross of Christ;|en
156|3|19|19|他們的結局就是沉淪；他們的神就是自己的肚腹。他們以自己的羞辱為榮耀，專以地上的事為念。|zh
157|3|19|19|Whose end is destruction, whose god is the stomach, and whose glory is in their shame, whose minds are fixed on the things of the earth.|en
158|3|20|20|我們卻是天上的國民，並且等候救主，就是主耶穌基督從天上降臨。|zh
159|3|20|20|For our country is in heaven; from where the Saviour for whom we are waiting will come, even the Lord Jesus Christ:|en
160|3|21|21|他要按著那能叫萬有歸服自己的大能，將我們這卑賤的身體改變形狀，和他自己榮耀的身體相似。|zh
161|3|21|21|By whom this poor body of ours will be changed into the image of the body of his glory, in the measure of the working by which he is able to put all things under himself.|en
