|chapter|sec|no|content|lang
280|14|1|1|（大衛的詩，交與伶長。）愚頑人心裡說：沒有神。他們都是邪惡，行了可憎惡的事；沒有一個人行善。|zh
281|14|1|1|- To the chief music-maker. Of David. - The foolish man has said in his heart, God will not do anything. They are unclean, they have done evil works; there is not one who does good.|en
282|14|2|2|耶和華從天上垂看世人，要看有明白的沒有，有尋求神的沒有。|zh
283|14|2|2|The Lord was looking down from heaven on the children of men, to see if there were any who had wisdom, searching after God.|en
284|14|3|3|他們都偏離正路，一同變為污穢；並沒有行善的，連一個也沒有。|zh
285|14|3|3|They have all gone out of the way together; they are unclean, there is not one who does good, no, not one.|en
286|14|4|4|作孽的都沒有知識麼？他們吞吃我的百姓，如同吃飯一樣，並不求告耶和華。|zh
287|14|4|4|Have all the workers of evil no knowledge? they take my people for food as they would take bread; they make no prayer to the Lord.|en
288|14|5|5|他們在那裡大大地害怕，因為神在義人的族類中。|zh
289|14|5|5|Then were they in great fear: for God is in the generation of the upright.|en
290|14|6|6|你們叫困苦人的謀算變為羞辱；然而耶和華是他的避難所。|zh
291|14|6|6|You have put to shame the thoughts of the poor, but the Lord is his support.|en
292|14|7|7|但願以色列的救恩從錫安而出。耶和華救回他被擄的子民那時，雅各要快樂，以色列要歡喜。|zh
