|chapter|sec|no|content|lang
134|2|57|57|示法提雅的子孫、哈替的子孫、玻黑列哈斯巴音的子孫、亞米的子孫。|zh
135|2|57|57|The children of Shephatiah, the children of Hattil, the children of Pochereth-hazzebaim, the children of Ami.|en
136|2|58|58|尼提寧和所羅門僕人的後裔共三百九十二名。|zh
137|2|58|58|All the Nethinim, and the children of Solomon's servants, were three hundred and ninety-two.|en
138|2|59|59|從特•米拉、特•哈薩、基綠、押但、音麥上來的，不能指明他們的宗族譜系是以色列人不是；|zh
139|2|59|59|And these were the people who went up from Tel-melah, Tel-harsha, Cherub, Addan, and Immer. But having no knowledge of their fathers' families or offspring, it was not certain that they were Israelites;|en
140|2|60|60|他們是第來雅的子孫、多比雅的子孫、尼哥大的子孫，共六百五十二名。|zh
141|2|60|60|The children of Delaiah, the children of Tobiah, the children of Nekoda, six hundred and fifty-two.|en
142|2|61|61|祭司中，哈巴雅的子孫、哈哥斯的子孫、巴西萊的子孫；因為他們的先祖娶了基列人巴西萊的女兒為妻，所以起名叫巴西萊。|zh
143|2|61|61|And of the children of the priests: the children of Habaiah, the children of Hakkoz, the children of Barzillai, who was married to one of the daughters of Barzillai the Gileadite, and took their name.|en
144|2|62|62|這三家的人在族譜之中尋查自己的譜系，卻尋不著，因此算為不潔，不准供祭司的職任。|zh
145|2|62|62|They made search for their record among the lists of families, but their names were nowhere to be seen; so they were looked on as unclean and no longer priests.|en
146|2|63|63|省長對他們說：「不可吃至聖的物，直到有用烏陵和土明決疑的祭司興起來。」|zh
147|2|63|63|And the Tirshatha said that they were not to have the most holy things for their food, till a priest came to give decision by Urim and Thummim.|en
148|2|64|64|會眾共有四萬二千三百六十名。|zh
149|2|64|64|The number of all the people together was forty-two thousand, three hundred and sixty,|en
150|2|65|65|此外，還有他們的僕婢七千三百三十七名，又有歌唱的男女二百名。|zh
151|2|65|65|As well as their men-servants and their women-servants, of whom there were seven thousand, three hundred and thirty-seven: and they had two hundred men and women to make music.|en
152|2|66|66|他們有馬七百三十六匹，騾子二百四十五匹，|zh
153|2|66|66|They had seven hundred and thirty-six horses, two hundred and forty-five transport beasts,|en
154|2|67|67|駱駝四百三十五隻，驢六千七百二十匹。|zh
155|2|67|67|Four hundred and thirty-five camels, six thousand, seven hundred and twenty asses.|en
156|2|68|68|有些族長到了耶路撒冷耶和華殿的地方，便為神的殿甘心獻上禮物，要重新建造。|zh
157|2|68|68|And some of the heads of families, when they came to the house of the Lord which is in Jerusalem, gave freely of their wealth for the building up of the house of God in its place:|en
158|2|69|69|他們量力捐入工程庫的金子六萬一千達利克，銀子五千彌拿，並祭司的禮服一百件。|zh
159|2|69|69|Every one, as he was able, gave for the work sixty-one thousand darics of gold, five thousand pounds of silver and a hundred priests' robes.|en
160|2|70|70|於是祭司、利未人、民中的一些人、歌唱的、守門的、尼提寧，並以色列眾人，各住在自己的城裡。|zh
161|2|70|70|So the priests and the Levites and the people and the music-makers and the door-keepers and the Nethinim, took up their places in their towns; even all Israel in their towns.|en
162|3|1|1|到了七月，以色列人住在各城；那時他們如同一人，聚集在耶路撒冷。|zh
163|3|1|1|And when the seventh month came, and the children of Israel were in the towns, the people came together like one man to Jerusalem.|en
164|3|2|2|約薩達的兒子耶書亞和他的弟兄眾祭司，並撒拉鐵的兒子所羅巴伯與他的弟兄，都起來建築以色列神的壇，要照　神人摩西律法書上所寫的，在壇上獻燔祭。|zh
165|3|2|2|Then Jeshua, the son of Jozadak, and his brothers the priests, and Zerubbabel, the son of Shealtiel, with his brothers, got up and made the altar of the God of Israel for burned offerings as is recorded in the law of Moses, the man of God.|en
166|3|3|3|他們在原有的根基上築壇，因懼怕鄰國的民，又在其上向耶和華早晚獻燔祭，|zh
167|3|3|3|They put the altar on its base; for fear was on them because of the people of the countries: and they made burned offerings on it to the Lord, even burned offerings morning and evening.|en
168|3|4|4|又照律法書上所寫的守住棚節，按數照例獻每日所當獻的燔祭；|zh
169|3|4|4|And they kept the feast of tents, as it is recorded, making the regular burned offerings every day by number, as it is ordered; for every day what was needed.|en
170|3|5|5|其後獻常獻的燔祭，並在月朔與耶和華的一切聖節獻祭，又向耶和華獻各人的甘心祭。|zh
171|3|5|5|And after that, the regular burned offering and the offerings for the new moons and all the fixed feasts of the Lord which had been made holy, and the offering of everyone who freely gave his offering to the Lord.|en
172|3|6|6|從七月初一日起，他們就向耶和華獻燔祭。但耶和華殿的根基尚未立定。|zh
173|3|6|6|From the first day of the seventh month they made a start with the burned offerings, but the base of the Temple of the Lord had still not been put in its place.|en
174|3|7|7|他們又將銀子給石匠、木匠，把糧食、酒、油給西頓人、推羅人，使他們將香柏樹從利巴嫩運到海裡，浮海運到約帕，是照波斯王古列所允准的。|zh
175|3|7|7|And they gave money to the stoneworkers and woodworkers; and meat and drink and oil to the people of Zidon and of Tyre, for the transport of cedar-trees from Lebanon to the sea, to Joppa, as Cyrus, king of Persia, had given them authority to do.|en
176|3|8|8|百姓到了耶路撒冷神殿的地方。第二年二月，撒拉鐵的兒子所羅巴伯，約薩達的兒子耶書亞和其餘的弟兄，就是祭司、利未人，並一切被擄歸回耶路撒冷的人，都興工建造；又派利未人，從二十歲以外的，督理建造耶和華殿的工作。|zh
177|3|8|8|Now in the second year of their coming into the house of God in Jerusalem, in the second month, the work was taken in hand by Zerubbabel, the son of Shealtiel, and Jeshua, the son of Jozadak, and the rest of their brothers the priests and the Levites, and all those who had come from the land where they were prisoners to Jerusalem: and they made the Levites, of twenty years old and over, responsible for overseeing the work of the house of the Lord.|en
178|3|9|9|於是猶大（在二章四十節作何達威雅）的後裔，就是耶書亞和他的子孫與弟兄，甲篾和他的子孫，利未人希拿達的子孫與弟兄，都一同起來，督理那在神殿做工的人。|zh
179|3|9|9|Then Jeshua with his sons and his brothers, Kadmiel with his sons, the sons of Hodaviah, together took up the work of overseeing the workmen in the house of God: the sons of Henadad with their sons and their brothers, the Levites.|en
180|3|10|10|匠人立耶和華殿根基的時候，祭司皆穿禮服吹號，亞薩的子孫利未人敲鈸，照以色列王大衛所定的例，都站著讚美耶和華。|zh
181|3|10|10|And when the builders put in position the base of the Temple of the Lord, the priests, dressed in their robes, took their places with horns, and the Levites, the sons of Asaph, with brass instruments, to give praise to the Lord in the way ordered by David, king of Israel.|en
182|3|11|11|他們彼此唱和，讚美稱謝耶和華說：他本為善，他向以色列人永發慈愛。他們讚美耶和華的時候，眾民大聲呼喊，因耶和華殿的根基已經立定。|zh
183|3|11|11|And they gave praise to the Lord, answering one another in their songs and saying, For he is good, for his mercy to Israel is eternal. And all the people gave a great cry of joy, when they gave praise to the Lord, because the base of the Lord's house was put in place.|en
184|3|12|12|然而有許多祭司、利未人、族長，就是見過舊殿的老年人，現在親眼看見立這殿的根基，便大聲哭號，也有許多人大聲歡呼，|zh
185|3|12|12|But a number of the priests and Levites and the heads of families, old men who had seen the first house, when the base of this house was put down before their eyes, were overcome with weeping; and a number were crying out with joy:|en
186|3|13|13|甚至百姓不能分辨歡呼的聲音和哭號的聲音；因為眾人大聲呼喊，聲音聽到遠處。|zh
187|3|13|13|So that in the ears of the people the cry of joy was mixed with the sound of weeping; for the cries of the people were loud and came to the ears of those who were a long way off.|en
188|4|1|1|猶大和便雅憫的敵人聽說被擄歸回的人為耶和華─以色列的神建造殿宇，|zh
189|4|1|1|Now news came to the haters of Judah and Benjamin that the people who had come back were building a Temple to the Lord, the God of Israel;|en
190|4|2|2|就去見所羅巴伯和以色列的族長，對他們說：「請容我們與你們一同建造；因為我們尋求你們的神，與你們一樣。自從亞述王以撒哈頓帶我們上這地以來，我們常祭祀神。」|zh
191|4|2|2|Then they came to Zerubbabel and to the heads of families, and said to them, Let us take part in the building with you; for we are servants of your God, even as you are; and we have been making offerings to him from the days of Esar-haddon, king of Assyria, who put us here.|en
192|4|3|3|但所羅巴伯、耶書亞，和其餘以色列的族長對他們說：「我們建造神的殿與你們無干，我們自己為耶和華─以色列的　神協力建造，是照波斯王古列所吩咐的。」|zh
193|4|3|3|But Zerubbabel and Jeshua and the rest of the heads of families in Israel said to them, You have no part with us in the building of a house for our God; we ourselves will do the work together for the Lord, the God of Israel, as Cyrus, king of Persia, has given us orders.|en
194|4|4|4|那地的民，就在猶大人建造的時候，使他們的手發軟，擾亂他們；|zh
195|4|4|4|Then the people of the land made the hands of the people of Judah feeble, troubling them with fear in their building;|en
196|4|5|5|從波斯王古列年間，直到波斯王大利烏登基的時候，賄買謀士，要敗壞他們的謀算。|zh
197|4|5|5|And they gave payment to men who made designs against them and kept them from effecting their purpose, all through the time of Cyrus, king of Persia, till Darius became king.|en
198|4|6|6|在亞哈隨魯才登基的時候，上本控告猶大和耶路撒冷的居民。|zh
199|4|6|6|And in the time of Ahasuerus, when he first became king, they put on record a statement against the people of Judah and Jerusalem.|en
200|4|7|7|亞達薛西年間，比施蘭、米特利達、他別，和他們的同黨上本奏告波斯王亞達薛西。本章是用亞蘭文字，亞蘭方言。|zh
201|4|7|7|And in the time of Artaxerxes, Bishlam, Mithredath, Tabeel, and the rest of his friends, sent a letter to Artaxerxes, king of Persia, writing it in the Aramaean writing and language.|en
202|4|8|8|省長利宏、書記伸帥要控告耶路撒冷人，也上本奏告亞達薛西王。|zh
203|4|8|8|Rehum, the chief ruler, and Shimshai the scribe, sent a letter against Jerusalem, to Artaxerxes the king;|en
204|4|9|9|省長利宏、書記伸帥，和同黨的底拿人、亞法薩提迦人、他毗拉人、亞法撒人、亞基衛人、巴比倫人、書珊迦人、底亥人、以攔人，|zh
205|4|9|9|The letter was sent by Rehum, the chief ruler, and Shimshai the scribe and their friends; the Dinaites and the Apharsathchites, the Tarpelites, the Apharsites, the Archevites, the Babylonians, the Shushanchites, the Dehaites, the Elamites,|en
206|4|10|10|和尊大的亞斯那巴所遷移、安置在撒瑪利亞城，並大河西一帶地方的人等，|zh
207|4|10|10|And the rest of the nations which the great and noble Osnappar took over and put in Samaria and the rest of the country over the river:|en
208|4|11|11|上奏亞達薛西王說：「河西的臣民云云：|zh
209|4|11|11|This is a copy of the letter which they sent to Artaxerxes the king: Your servants living across the river send these words:|en
210|4|12|12|王該知道，從王那裡上到我們這裡的猶大人，已經到耶路撒冷重建這反叛惡劣的城，築立根基，建造城牆。|zh
211|4|12|12|We give news to the king that the Jews who came from you have come to us at Jerusalem; they are building up again that uncontrolled and evil town; the walls are complete and they are joining up the bases.|en
212|4|13|13|如今王該知道，他們若建造這城，城牆完畢就不再與王進貢，交課，納稅，終久王必受虧損。|zh
213|4|13|13|The king may be certain that when the building of this town and its walls is complete, they will give no tax or payment in goods or forced payments, and in the end it will be a cause of loss to the kings.|en
214|4|14|14|我們既食御鹽，不忍見王吃虧，因此奏告於王。|zh
215|4|14|14|Now because we are responsible to the king, and it is not right for us to see the king's honour damaged, we have sent to give the king word of these things,|en
216|4|15|15|請王考察先王的實錄，必在其上查知這城是反叛的城，與列王和各省有害；自古以來，其中常有悖逆的事，因此這城曾被拆毀。|zh
217|4|15|15|So that search may be made in the book of the records of your fathers: and you will see in the book of the records that this town has been uncontrolled, and a cause of trouble to kings and countries, and that there were outbursts against authority there in the past: for which reason the town was made waste.|en
218|4|16|16|我們謹奏王知，這城若再建造，城牆完畢，河西之地王就無分了。」|zh
219|4|16|16|We give you word, that if the building of this town and its walls is made complete, there will be an end of your power in the country across the river.|en
220|4|17|17|那時王諭覆省長利宏、書記伸帥，和他們的同黨，就是住撒瑪利亞並河西一帶地方的人，說：願你們平安云云。|zh
221|4|17|17|Then the king sent an answer to Rehum, the chief ruler, and Shimshai the scribe, and their friends living in Samaria, and to the rest of those across the river, saying, Peace to you:|en
222|4|18|18|你們所上的本，已經明讀在我面前。|zh
223|4|18|18|And now the sense of the letter which you sent to us has been made clear to me,|en
224|4|19|19|我已命人考查，得知此城古來果然背叛列王，其中常有反叛悖逆的事。|zh
225|4|19|19|And I gave orders for a search to be made, and it is certain that in the past this town has made trouble for kings, and that outbursts against authority have taken place there.|en
226|4|20|20|從前耶路撒冷也有大君王統管河西全地，人就給他們進貢，交課，納稅。|zh
227|4|20|20|Further, there have been great kings in Jerusalem, ruling over all the country across the river, to whom they gave taxes and payments in goods and forced payments.|en
228|4|21|21|現在你們要出告示命這些人停工，使這城不得建造，等我降旨。|zh
229|4|21|21|Give an order now, that these men are to do nothing more, and that the building of the town is to be stopped, till I give an order.|en
230|4|22|22|你們當謹慎，不可遲延，為何容害加重，使王受虧損呢？」|zh
231|4|22|22|Be certain to do this with all care: do not let trouble be increased to the king's damage.|en
232|4|23|23|亞達薛西王的上諭讀在利宏和書記伸帥，並他們的同黨面前，他們就急忙往耶路撒冷去見猶大人，用勢力強迫他們停工。|zh
233|4|23|23|Then, after reading the king's letter, Rehum and Shimshai the scribe and their friends went quickly to Jerusalem, to the Jews, and had them stopped by force.|en
234|4|24|24|於是，在耶路撒冷神殿的工程就停止了，直停到波斯王大利烏第二年。|zh
235|4|24|24|So the work of the house of God at Jerusalem came to an end; so it was stopped, till the second year of the rule of Darius, king of Persia.|en
236|5|1|1|那時，先知哈該和易多的孫子撒迦利亞奉以色列神的名向猶大和耶路撒冷的猶大人說勸勉的話。|zh
237|5|1|1|Now the prophets Haggai and Zechariah, the son of Iddo, were preaching to the Jews in Judah and Jerusalem in the name of the God of Israel.|en
238|5|2|2|於是撒拉鐵的兒子所羅巴伯和約薩達的兒子耶書亞都起來動手建造耶路撒冷神的殿，有神的先知在那裡幫助他們。|zh
239|5|2|2|Then Zerubbabel, the son of Shealtiel, and Jeshua, the son of Jozadak, got up and made a start at building the house of God at Jerusalem: and the prophets of God were with them, helping them.|en
240|5|3|3|當時河西的總督達乃和示他•波斯乃，並他們的同黨來問說：「誰降旨讓你們建造這殿，修成這牆呢？」|zh
241|5|3|3|At the same time, Tattenai, ruler of the land across the river, and Shethar-bozenai, and their men, came to them and said, Who gave you orders to go on building this house and this wall?|en
242|5|4|4|我們便告訴他們建造這殿的人叫甚麼名字。|zh
243|5|4|4|Then they said these words to them: What are the names of the men who are at work on this building?|en
244|5|5|5|神的眼目看顧猶大的長老，以致總督等沒有叫他們停工，直到這事奏告大利烏，得著他的回諭。|zh
245|5|5|5|But the eye of their God was on the chiefs of the Jews, and they did not make them give up working till the question had been put before Darius and an answer had come by letter about it.|en
246|5|6|6|河西的總督達乃和示他•波斯乃，並他們的同黨，就是住河西的亞法薩迦人，上本奏告大利烏王。|zh
247|5|6|6|This is a copy of the letter which Tattenai, the ruler of the land across the river, and Shethar-bozenai and his friends the Apharsachites, living across the river, sent to Darius the king:|en
248|5|7|7|本上寫著說：願大利烏王諸事平安。|zh
249|5|7|7|They sent him a letter saying, To Darius the king, all peace:|en
250|5|8|8|王該知道，我們往猶大省去，到了至大神的殿，這殿是用大石建造的。梁木插入牆內，工作甚速，他們手下亨通。|zh
251|5|8|8|This is to give the king word that we went into the land of Judah, to the house of the great God, which is made of great stones, and has its walls supported with wood, and the work is going on with industry, and they are doing it well.|en
252|5|9|9|我們就問那些長老說：『誰降旨讓你們建造這殿，修成這牆呢？』|zh
253|5|9|9|Then we said to the men responsible, who gave you authority for the building of this house and these walls?|en
254|5|10|10|又問他們的名字，要記錄他們首領的名字，奏告於王。|zh
255|5|10|10|And we made request for their names, so that we might send you word, and give you the names of the men at the head of them.|en
256|5|11|11|他們回答說：『我們是天地之神的僕人，重建前多年所建造的殿，就是以色列的一位大君王建造修成的。|zh
257|5|11|11|And they made answer to us, saying, We are the servants of the God of heaven and earth, and we are building the house which was put up in times long past and was designed and made complete by a great king of Israel.|en
258|5|12|12|只因我們列祖惹天上的神發怒，神把他們交在迦勒底人巴比倫王尼布甲尼撒的手中，他就拆毀這殿，又將百姓擄到巴比倫。|zh
259|5|12|12|But when the God of heaven was moved to wrath by our fathers, he gave them up into the hands of Nebuchadnezzar, king of Babylon, the Chaldaean, who sent destruction on this house and took the people away into Babylon.|en
260|5|13|13|然而巴比倫王古列元年，他降旨允准建造神的這殿。|zh
261|5|13|13|But in the first year of Cyrus, king of Babylon, Cyrus the king gave an order for the building of this house of God;|en
262|5|14|14|神殿中的金、銀器皿，就是尼布甲尼撒從耶路撒冷的殿中掠去帶到巴比倫廟裡的，古列王從巴比倫廟裡取出來，交給派為省長的，名叫設巴薩，|zh
263|5|14|14|And the gold and silver vessels of the house of God, which Nebuchadnezzar took from the Temple which was in Jerusalem, and put into the house of his god in Babylon, these Cyrus the king took from the house of his god in Babylon, and gave to one named Sheshbazzar, whom he had made ruler;|en
264|5|15|15|對他說可以將這些器皿帶去，放在耶路撒冷的殿中，在原處建造神的殿。|zh
265|5|15|15|And he said to him, Go, take these vessels, and put them in the Temple in Jerusalem, and let the house of God be put up again in its place.|en
266|5|16|16|於是這設巴薩來建立耶路撒冷神殿的根基。這殿從那時直到如今尚未造成。』|zh
