|chapter|sec|no|content|lang
161|2|2|2|這是居里扭作敘利亞巡撫的時候，頭一次行報名上冊的事。|zh
162|2|2|2|This was the first numbering, which was made when Quirinius was ruler of Syria.|en
163|2|3|3|眾人各歸各城，報名上冊。|zh
164|2|3|3|And all men went to be numbered, everyone to his town.|en
165|2|4|4|約瑟也從加利利的拿撒勒城上猶太去，到了大衛的城，名叫伯利恆，因他本是大衛一族一家的人，|zh
166|2|4|4|And Joseph went up from Galilee, out of the town of Nazareth, into Judaea, to Beth-lehem, the town of David, because he was of the house and family of David,|en
167|2|5|5|要和他所聘之妻馬利亞一同報名上冊。那時馬利亞的身孕已經重了。|zh
168|2|5|5|To be put on the list with Mary, his future wife, who was about to become a mother.|en
169|2|6|6|他們在那裡的時候，馬利亞的產期到了，|zh
170|2|6|6|And while they were there, the time came for her to give birth.|en
171|2|7|7|就生了頭胎的兒子，用布包起來，放在馬槽裡，因為客店裡沒有地方。|zh
172|2|7|7|And she had her first son; and folding him in linen, she put him to rest in the place where the cattle had their food, because there was no room for them in the house.|en
173|2|8|8|在伯利恆之野地裡有牧羊的人，夜間按著更次看守羊群。|zh
174|2|8|8|And in the same country there were keepers of sheep in the fields, watching over their flock by night.|en
175|2|9|9|有主的使者站在他們旁邊，主的榮光四面照著他們；牧羊的人就甚懼怕。|zh
176|2|9|9|And an angel of the Lord came to them, and the glory of the Lord was shining round about them: and fear came on them.|en
177|2|10|10|那天使對他們說：不要懼怕！我報給你們大喜的信息，是關乎萬民的；|zh
178|2|10|10|And the angel said, Have no fear; for truly, I give you good news of great joy which will be for all the people:|en
179|2|11|11|因今天在大衛的城裡，為你們生了救主，就是主基督。|zh
180|2|11|11|For on this day, in the town of David, a Saviour has come to birth, who is Christ the Lord.|en
181|2|12|12|你們要看見一個嬰孩，包著布，臥在馬槽裡，那就是記號了。|zh
182|2|12|12|And this is the sign to you: you will see a young child folded in linen, in the place where the cattle have their food.|en
183|2|13|13|忽然，有一大隊天兵同那天使讚美神說：|zh
184|2|13|13|And suddenly there was with the angel a great band of spirits from heaven, giving praise to God, and saying,|en
185|2|14|14|在至高之處榮耀歸與神！在地上平安歸與他所喜悅的人（有古卷作：喜悅歸與人）！|zh
186|2|14|14|Glory to God in the highest, and on the earth peace among men with whom he is well pleased.|en
187|2|15|15|眾天使離開他們，升天去了。牧羊的人彼此說：我們往伯利恆去，看看所成的事，就是主所指示我們的。|zh
188|2|15|15|And when the angels had gone away from them into heaven, the keepers of the sheep said to one another, Let us go now to Beth-lehem, and see this thing which has come about, which the Lord has made clear to us.|en
189|2|16|16|他們急忙去了，就尋見馬利亞和約瑟，又有那嬰孩臥在馬槽裡；|zh
190|2|16|16|And they came quickly, and saw Mary and Joseph, and the child in the place where the cattle had their food.|en
191|2|17|17|既然看見，就把天使論這孩子的話傳開了。|zh
192|2|17|17|And when they saw it, they gave them an account of the things which had been said to them about the child.|en
193|2|18|18|凡聽見的，就詫異牧羊之人對他們所說的話。|zh
194|2|18|18|And all those to whose ears it came were full of wonder at the things said by the keepers of the sheep.|en
195|2|19|19|馬利亞卻把這一切的事存在心裡，反復思想。|zh
196|2|19|19|But Mary kept all these words in her heart, and gave much thought to them.|en
197|2|20|20|牧羊的人回去了，因所聽見所看見的一切事，正如天使向他們所說的，就歸榮耀與神，讚美他。|zh
198|2|20|20|Then the keepers of the sheep went back, giving glory and praise to God for all the things which had come to their ears and which they had seen, as it had been said to them.|en
199|2|21|21|滿了八天，就給孩子行割禮，與他起名叫耶穌；這就是沒有成胎以前，天使所起的名。|zh
200|2|21|21|And when, after eight days, the time came for his circumcision, he was named Jesus, the name which the angel had given to him before his birth.|en
201|2|22|22|按摩西律法滿了潔淨的日子，他們帶著孩子上耶路撒冷去，要把他獻與主。|zh
202|2|22|22|And when the necessary days for making them clean by the law of Moses had come to an end, they took him to Jerusalem to give him to the Lord|en
203|2|23|23|（正如主的律法上所記：凡頭生的男子必稱聖歸主；）|zh
204|2|23|23|(As it says in the law of the Lord, Every mother's first male child is to be holy to the Lord),|en
205|2|24|24|又要照主的律法上所說，或用一對班鳩，或用兩隻雛鴿獻祭。|zh
206|2|24|24|And to make an offering, as it is ordered in the law of the Lord, of two doves or other young birds.|en
207|2|25|25|在耶路撒冷有一個人，名叫西面；這人又公義又虔誠，素常盼望以色列的安慰者來到，又有聖靈在他身上。|zh
208|2|25|25|And there was then in Jerusalem a man whose name was Simeon; and he was an upright man, fearing God and waiting for the comfort of Israel: and the Holy Spirit was on him.|en
209|2|26|26|他得了聖靈的啟示，知道自己未死以前，必看見主所立的基督。|zh
210|2|26|26|And he had knowledge, through the Holy Spirit, that he would not see death till he had seen the Lord's Christ.|en
211|2|27|27|他受了聖靈的感動，進入聖殿，正遇見耶穌的父母抱著孩子進來，要照律法的規矩辦理。|zh
212|2|27|27|And full of the Spirit he came into the Temple; and when the father and mother came in with the child Jesus, to do with him what was ordered by the law,|en
213|2|28|28|西面就用手接過他來，稱頌神說：|zh
214|2|28|28|Then he took him in his arms and gave praise to God and said,|en
215|2|29|29|主阿！如今可以照你的話，釋放僕人安然去世；|zh
216|2|29|29|Now you are letting your servant go in peace, O Lord, as you have said;|en
217|2|30|30|因為我的眼睛已經看見你的救恩─|zh
218|2|30|30|For my eyes have seen your salvation,|en
219|2|31|31|就是你在萬民面前所預備的：|zh
220|2|31|31|Which you have made ready before the face of all nations;|en
221|2|32|32|是照亮外邦人的光，又是你民以色列的榮耀。|zh
222|2|32|32|A light of revelation to the Gentiles, and the glory of your people Israel.|en
223|2|33|33|孩子的父母因這論耶穌的話就希奇。|zh
224|2|33|33|And his father and mother were full of wonder at the things which were said about him.|en
225|2|34|34,35 |西面給他們祝福，又對孩子的母親馬利亞說：這孩子被立，是要叫以色列中許多人跌倒，許多人興起；又要作毀謗的話柄，叫許多人心裡的意念顯露出來；你自己的心也要被刀刺透。|zh
226|2|34|34|And Simeon gave them his blessing and said to Mary, his mother, See, this child will be the cause of the downfall and the lifting up of great numbers of people in Israel, and he will be a sign against which hard words will be said;|en
227|2|35|35|(And a sword will go through your heart;) so that the secret thoughts of men may come to light.|en
228|2|36|36|又有女先知，名叫亞拿，是亞設支派法內力的女兒，年紀已經老邁，從作童女出嫁的時候，同丈夫住了七年就寡居了，|zh
229|2|36|36|And there was one, Anna, a woman prophet, the daughter of Phanuel, of the family of Asher (she was very old, and after seven years of married life|en
230|2|37|37|現在已經八十四歲（或作：就寡居了八十四年），並不離開聖殿，禁食祈求，晝夜事奉神。|zh
231|2|37|37|She had been a widow for eighty-four years); she was in the Temple at all times, worshipping with prayers and going without food, night and day.|en
232|2|38|38|正當那時，他進前來稱謝神，將孩子的事對一切盼望耶路撒冷得救贖的人講說。|zh
233|2|38|38|And coming up at that time, she gave praise to God, talking of him to all those who were waiting for the freeing of Jerusalem.|en
234|2|39|39|約瑟和馬利亞照主的律法辦完了一切的事，就回加利利，到自己的城拿撒勒去了。|zh
235|2|39|39|And when they had done all the things which were ordered by the law of the Lord, they went back to Galilee, to Nazareth, the town where they were living.|en
236|2|40|40|孩子漸漸長大，強健起來，充滿智慧，又有神的恩在他身上。|zh
237|2|40|40|And the child became tall and strong and full of wisdom, and the grace of God was on him.|en
238|2|41|41|每年到逾越節，他父母就上耶路撒冷去。|zh
239|2|41|41|And every year his father and mother went to Jerusalem at the feast of the Passover.|en
240|2|42|42|當他十二歲的時候，他們按著節期的規矩上去。|zh
241|2|42|42|And when he was twelve years old, they went up, as their way was, to the feast;|en
242|2|43|43|守滿了節期，他們回去，孩童耶穌仍舊在耶路撒冷。他的父母並不知道，|zh
243|2|43|43|And when the days of the feast came to an end and they were going back, the boy Jesus was still in Jerusalem, but they had no knowledge of it:|en
244|2|44|44|以為他在同行的人中間，走了一天的路程，就在親族和熟識的人中找他，|zh
245|2|44|44|And in the belief that he was with some of their number, they went a day's journey; and after looking for him among their relations and friends,|en
246|2|45|45|既找不著，就回耶路撒冷去找他。|zh
247|2|45|45|And seeing that he was not there, they went back to Jerusalem, to make search for him.|en
248|2|46|46|過了三天，就遇見他在殿裡，坐在教師中間，一面聽，一面問。|zh
249|2|46|46|And after three days they came across him in the Temple, seated among the wise men, giving ear to their words and putting questions to them.|en
250|2|47|47|凡聽見他的，都希奇他的聰明和他的應對。|zh
251|2|47|47|And all to whose ears it came were full of wonder at his knowledge and the answers which he gave.|en
252|2|48|48|他父母看見就很希奇。他母親對他說：我兒！為甚麼向我們這樣行呢？看哪！你父親和我傷心來找你！|zh
253|2|48|48|And when they saw him they were surprised, and his mother said to him, Son, why have you done this to us? see, your father and I have been looking for you with sorrow.|en
254|2|49|49|耶穌說：為甚麼找我呢？豈不知我應當以我父的事為念麼（或作：豈不知我應當在我父的家裡麼）？|zh
255|2|49|49|And he said to them, Why were you looking for me? was it not clear to you that my right place was in my Father's house?|en
256|2|50|50|他所說的這話，他們不明白。|zh
257|2|50|50|And his words seemed strange to them.|en
258|2|51|51|他就同他們下去，回到拿撒勒，並且順從他們。他母親把這一切的事都存在心裡。|zh
259|2|51|51|And he went down with them and came to Nazareth; and did as he was ordered: and his mother kept all these words in her heart.|en
260|2|52|52|耶穌的智慧和身量（或作：年紀），並神和人喜愛他的心，都一齊增長。|zh
261|2|52|52|And Jesus was increasing in wisdom and in years, and in grace before God and men.|en
