|chapter|sec|no|content|lang
161|4|5|5|你們要愛惜光陰，用智慧與外人交往。|zh
162|4|5|5|Be wise in your behaviour to those who are outside, making good use of the time.|en
163|4|6|6|你們的言語要常常帶著和氣，好像用鹽調和，就可知道該怎樣回答各人。|zh
164|4|6|6|Let your talk be with grace, mixed with salt, so that you may be able to give an answer to everyone.|en
165|4|7|7|有我親愛的兄弟推基古要將我一切的事都告訴你們。他是忠心的執事，和我一同作主的僕人，|zh
166|4|7|7|Tychicus will give you news of all my business: he is a dear brother and true servant and helper in the word;|en
167|4|8|8|我特意打發他到你們那裡去，好叫你們知道我們的光景，又叫他安慰你們的心。|zh
168|4|8|8|And I have sent him to you for this very purpose, so that you may have news of how we are, and so that he may give your hearts comfort;|en
169|4|9|9|我又打發一位親愛忠心的兄弟阿尼西母同去；他也是你們那裡的人。他們要把這裡一切的事都告訴你們。|zh
170|4|9|9|And with him I have sent Onesimus, the true and well-loved brother, who is one of you. They will give you word of everything which is taking place here.|en
171|4|10|10|與我一同坐監的亞里達古問你們安。巴拿巴的表弟馬可也問你們安。（說到這馬可，你們已經受了吩咐；他若到了你們那裡，你們就接待他。）|zh
172|4|10|10|Aristarchus, my brother-prisoner, sends his love to you, and Mark, a relation of Barnabas (about whom you have been given orders: if he comes to you, be kind to him),|en
173|4|11|11|耶數又稱為猶士都，也問你們安。奉割禮的人中，只有這三個人是為神的國與我一同做工的，也是叫我心裡得安慰的。|zh
174|4|11|11|And Jesus, whose other name is Justus; these are of the circumcision: they are my only brother-workers for the kingdom of God, who have been a comfort to me.|en
175|4|12|12|有你們那裡的人，作基督耶穌僕人的以巴弗問你們安。他在禱告之間，常為你們竭力的祈求，願你們在神一切的旨意上得以完全，信心充足，能站立得穩。|zh
176|4|12|12|Epaphras, who is one of you, a servant of Christ Jesus, sends you his love, ever taking thought for you in his prayers, that you may be complete and fully certain of all the purpose of God.|en
177|4|13|13|他為你們和老底嘉並希拉波立的弟兄多多的勞苦，這是我可以給他作見證的。|zh
178|4|13|13|For I give witness of him that he has undergone much trouble for you and for those in Laodicea and in Hierapolis.|en
179|4|14|14|所親愛的醫生路加和底馬問你們安。|zh
180|4|14|14|Luke, our well-loved medical friend, and Demas, send you their love.|en
181|4|15|15|請問老底嘉的弟兄和寧法，並他家裡的教會安。|zh
182|4|15|15|Give my love to the brothers in Laodicea and to Nymphas and the church in their house.|en
183|4|16|16|你們念了這書信，便交給老底嘉的教會，叫他們也念；你們也要念從老底嘉來的書信。|zh
184|4|16|16|And when this letter has been made public among you, let the same be done in the church of Laodicea; and see that you have the letter from Laodicea.|en
185|4|17|17|要對亞基布說：務要謹慎，盡你從主所受的職分。|zh
186|4|17|17|Say to Archippus, See that you do the work which the Lord has given you to do.|en
187|4|18|18|我保羅親筆問你們安。你們要記念我的捆鎖。願恩惠常與你們同在！|zh
188|4|18|18|I, Paul, give you this word of love in my handwriting. Keep in memory that I am a prisoner. Grace be with you.|en
